// this is how it looks when data is parsed here from node-red
10:20:00,22

10:20:11,29

10:20:22,26

10:20:32,27

10:20:43,24

10:20:54,25

10:21:04,20

10:21:15,20

10:21:26,26

10:21:36,15

10:21:47,25

10:21:58,21

10:22:08,25

10:22:19,20

10:22:29,24

10:22:40,18

10:22:51,25

10:23:01,19

10:23:12,25

10:23:23,24

10:23:33,26

10:23:44,19

10:23:54,29

10:24:06,17

10:24:16,18

10:24:27,21

10:24:37,18

10:24:48,26

10:24:59,18

10:25:09,27

10:25:20,22

10:25:30,21

10:25:41,26

10:25:52,29

10:26:02,25

10:26:13,27

10:26:24,17

10:26:34,26

10:26:45,20

10:26:56,15

10:27:06,27

10:27:17,21

10:27:27,25

10:27:38,27

10:27:49,16

10:27:59,15

10:28:10,25

10:28:20,22

10:28:31,27

10:28:42,25

10:28:52,22

10:29:03,15

10:29:14,16

10:29:24,26

10:29:35,26

10:29:45,29

10:29:56,25

10:30:07,21

10:30:17,19

10:30:28,16

10:30:39,28

10:30:49,18

10:31:00,29

10:31:10,21

10:31:21,27

10:31:32,16

10:31:42,28

10:31:53,21

10:32:03,23

10:32:14,24

10:32:25,25

10:32:35,27

10:32:46,18

10:32:57,16

10:33:07,17

10:33:18,27

10:33:28,26

10:33:39,28

10:33:50,17

10:34:00,15

10:34:11,29

10:34:22,23

10:34:32,23

10:34:43,22

10:34:54,26

10:35:04,22

10:35:15,16

10:35:25,17

10:35:36,25

10:35:47,26

10:35:57,24

10:36:08,17

10:36:19,20

10:36:29,16

10:36:40,19

10:36:50,27

10:37:01,20

10:37:12,24

10:37:22,27

10:37:33,26

10:37:44,18

10:37:54,26

10:38:05,25

10:38:15,28

10:38:26,28

10:38:37,25

10:38:47,18

10:38:58,22

10:39:09,25

10:39:19,16

10:39:30,23

10:39:40,15

10:39:51,18

10:40:02,15

10:40:12,29

10:40:23,27

10:40:34,25

10:40:44,29

10:40:55,29

10:41:06,21

10:41:16,21

10:41:27,25

10:41:37,18

10:41:48,25

10:41:59,28

10:42:09,23

10:42:20,24

10:42:30,19

10:42:41,26

10:42:52,25

10:43:02,27

10:43:13,16

10:43:24,19

10:43:34,19

10:43:45,21

10:43:55,27

10:44:06,21

10:44:17,20

10:44:27,23

10:44:38,21

10:44:49,15

10:44:59,16

10:45:10,27

10:45:20,15

10:45:31,26

10:45:42,19

10:45:52,25

10:46:03,24

10:46:13,26

10:46:24,26

10:46:35,22

10:46:45,20

10:46:56,24

10:47:07,24

10:47:17,16

10:47:28,23

10:47:38,18

10:47:49,27

10:48:00,21

10:48:10,27

10:48:21,22

10:48:32,28

10:48:42,23

10:48:53,21

10:49:03,19

10:49:14,23

10:49:25,20

10:49:35,15

10:49:46,26

10:49:57,24

10:50:07,23

10:50:18,21

10:50:28,20

10:50:39,28

10:50:50,25

10:51:00,27

10:51:11,19

10:51:22,21

10:51:32,15

10:51:43,16

10:51:53,16

10:52:04,20

10:52:15,23

10:52:25,26

10:52:36,23

10:52:47,23

10:52:57,21

10:53:08,20

10:53:18,22

10:53:29,23

10:53:40,25

10:53:50,26

10:54:01,19

10:54:12,27

10:54:22,26

10:54:33,25

10:54:43,24

10:54:54,23

10:55:05,17

10:55:15,16

10:55:26,19

10:55:37,24

10:55:47,21

10:55:58,18

10:56:08,18

10:56:19,27

10:56:30,21

10:56:40,28

10:56:51,23

10:57:01,20

10:57:12,24

10:57:23,16

10:57:33,18

10:57:44,25

10:57:55,18

10:58:05,29

10:58:16,27

10:58:26,18

10:58:37,19

10:58:48,23

10:58:58,21

10:59:09,27

10:59:20,26

10:59:30,24

10:59:41,29

10:59:51,17

11:00:02,19

11:00:13,25

11:00:23,27

11:00:34,26

11:00:45,29

11:00:56,29

11:01:06,24

11:01:17,26

11:01:27,29

11:01:38,21

11:01:49,22

11:01:59,26

11:02:10,22

11:02:21,28

11:02:31,15

11:02:42,27

11:02:52,18

11:03:03,16

11:03:14,15

11:03:24,24

11:03:35,29

11:03:46,19

11:03:56,15

11:04:07,19

11:04:17,22

11:04:28,20

11:04:39,24

11:04:49,16

11:05:00,26

11:05:10,28

11:05:21,22

11:05:32,21

11:05:42,29

11:05:53,27

11:06:04,15

11:06:14,29

11:06:25,20

11:06:35,15

11:06:46,27

11:06:57,17

11:07:07,29

11:07:18,22

11:07:29,22

11:07:39,26

11:07:50,17

11:08:01,21

11:08:11,28

11:08:22,19

11:08:32,15

11:08:43,23

11:08:54,17

11:09:04,20

11:09:15,28

11:09:25,22

11:09:36,23

11:09:47,21

11:09:57,23

11:10:08,25

11:10:19,21

11:10:29,16

11:10:40,28

11:10:50,15

11:11:01,16

11:11:12,28

11:11:22,18

11:11:33,21

11:11:44,24

11:11:54,16

11:12:05,16

11:12:15,29

11:12:26,26

11:12:37,17

11:12:47,22

11:12:58,23

11:13:09,22

11:13:19,23

11:13:30,15

11:13:40,26

11:13:51,23

11:14:02,27

11:14:12,29

11:14:23,27

11:14:34,26

11:14:44,28

11:14:55,26

11:15:05,21

11:15:16,28

11:15:27,24

11:15:37,18

